n,k,t,lambda,mu,lib_id,method,outcome,num_dpds
81,34,26,17,12,2,ilp,infeasible_proof,0
81,34,26,17,12,2,rrhc,heuristic_none,0
81,35,20,19,12,2,ilp,infeasible_proof,0
81,35,20,19,12,2,rrhc,heuristic_none,0
81,37,28,13,20,2,ilp,infeasible_proof,0
81,37,28,13,20,2,rrhc,heuristic_none,0
81,38,34,15,20,2,ilp,infeasible_proof,0
81,38,34,15,20,2,rrhc,heuristic_none,0
81,17,10,9,2,3,ilp,infeasible_proof,0
81,17,10,9,2,3,rrhc,heuristic_none,0
81,22,12,3,7,3,ilp,infeasible_proof,0
81,22,12,3,7,3,rrhc,heuristic_none,0
81,24,8,5,8,3,ilp,timeout,0
81,24,8,5,8,3,rrhc,heuristic_none,0
81,24,16,7,7,3,ilp,infeasible_proof,0
81,24,16,7,7,3,rrhc,heuristic_none,0
81,25,10,7,8,3,ilp,infeasible_proof,0
81,25,10,7,8,3,rrhc,heuristic_none,0
81,25,20,11,6,3,ilp,infeasible_proof,0
81,25,20,11,6,3,rrhc,heuristic_none,0
81,26,10,9,8,3,ilp,timeout,0
81,26,10,9,8,3,rrhc,heuristic_none,0
81,26,12,11,7,3,ilp,infeasible_proof,0
81,26,12,11,7,3,rrhc,heuristic_none,0
81,28,16,7,11,3,ilp,infeasible_proof,0
81,28,16,7,11,3,rrhc,heuristic_none,0
81,29,12,11,10,3,ilp,infeasible_proof,0
81,29,12,11,10,3,rrhc,heuristic_none,0
81,29,26,7,12,3,ilp,infeasible_proof,0
81,29,26,7,12,3,rrhc,heuristic_none,0
81,30,20,11,11,3,ilp,infeasible_proof,0
81,30,20,11,11,3,rrhc,heuristic_none,0
81,32,16,15,11,3,ilp,timeout,0
81,32,16,15,11,3,rrhc,heuristic_none,0
81,33,30,15,12,3,ilp,infeasible_proof,0
81,33,30,15,12,3,rrhc,heuristic_none,0
81,34,26,17,12,3,ilp,timeout,0
81,34,26,17,12,3,rrhc,heuristic_none,0
81,35,20,19,12,3,ilp,infeasible_proof,0
81,35,20,19,12,3,rrhc,heuristic_none,0
81,37,28,13,20,3,ilp,infeasible_proof,0
81,37,28,13,20,3,rrhc,heuristic_none,0
81,38,34,15,20,3,rrhc,found,1
81,17,10,9,2,4,ilp,infeasible_proof,0
81,17,10,9,2,4,rrhc,heuristic_none,0
81,22,12,3,7,4,ilp,infeasible_proof,0
81,22,12,3,7,4,rrhc,heuristic_none,0
81,24,8,5,8,4,ilp,timeout,0
81,24,8,5,8,4,rrhc,heuristic_none,0
81,24,16,7,7,4,ilp,infeasible_proof,0
81,24,16,7,7,4,rrhc,heuristic_none,0
81,25,10,7,8,4,ilp,infeasible_proof,0
81,25,10,7,8,4,rrhc,heuristic_none,0
81,25,20,11,6,4,ilp,infeasible_proof,0
81,25,20,11,6,4,rrhc,heuristic_none,0
81,26,10,9,8,4,ilp,timeout,0
81,26,10,9,8,4,rrhc,heuristic_none,0
81,26,12,11,7,4,ilp,infeasible_proof,0
81,26,12,11,7,4,rrhc,heuristic_none,0
81,28,16,7,11,4,ilp,infeasible_proof,0
81,28,16,7,11,4,rrhc,heuristic_none,0
81,29,12,11,10,4,ilp,infeasible_proof,0
81,29,12,11,10,4,rrhc,heuristic_none,0
81,29,26,7,12,4,ilp,infeasible_proof,0
81,29,26,7,12,4,rrhc,heuristic_none,0
81,30,20,11,11,4,ilp,infeasible_proof,0
81,30,20,11,11,4,rrhc,heuristic_none,0
81,32,16,15,11,4,ilp,timeout,0
81,32,16,15,11,4,rrhc,heuristic_none,0
81,33,30,15,12,4,ilp,infeasible_proof,0
81,33,30,15,12,4,rrhc,heuristic_none,0
81,34,26,17,12,4,ilp,timeout,0
81,34,26,17,12,4,rrhc,heuristic_none,0
81,35,20,19,12,4,ilp,infeasible_proof,0
81,35,20,19,12,4,rrhc,heuristic_none,0
81,37,28,13,20,4,ilp,infeasible_proof,0
81,37,28,13,20,4,rrhc,heuristic_none,0
81,38,34,15,20,4,ilp,timeout,0
81,38,34,15,20,4,rrhc,heuristic_none,0
81,17,10,9,2,5,ilp,infeasible_proof,0
81,17,10,9,2,5,rrhc,heuristic_none,0
81,22,12,3,7,5,ilp,infeasible_proof,0
81,22,12,3,7,5,rrhc,heuristic_none,0
81,24,8,5,8,5,ilp,infeasible_proof,0
81,24,8,5,8,5,rrhc,heuristic_none,0
81,24,16,7,7,5,ilp,infeasible_proof,0
81,24,16,7,7,5,rrhc,heuristic_none,0
81,25,10,7,8,5,ilp,infeasible_proof,0
81,25,10,7,8,5,rrhc,heuristic_none,0
81,25,20,11,6,5,ilp,infeasible_proof,0
81,25,20,11,6,5,rrhc,heuristic_none,0
81,26,10,9,8,5,ilp,infeasible_proof,0
81,26,10,9,8,5,rrhc,heuristic_none,0
81,26,12,11,7,5,ilp,infeasible_proof,0
81,26,12,11,7,5,rrhc,heuristic_none,0
81,28,16,7,11,5,ilp,infeasible_proof,0
81,28,16,7,11,5,rrhc,heuristic_none,0
81,29,12,11,10,5,ilp,infeasible_proof,0
81,29,12,11,10,5,rrhc,heuristic_none,0
81,29,26,7,12,5,ilp,infeasible_proof,0
81,29,26,7,12,5,rrhc,heuristic_none,0
81,30,20,11,11,5,ilp,infeasible_proof,0
81,30,20,11,11,5,rrhc,heuristic_none,0
81,32,16,15,11,5,ilp,infeasible_proof,0
81,32,16,15,11,5,rrhc,heuristic_none,0
81,33,30,15,12,5,ilp,infeasible_proof,0
81,33,30,15,12,5,rrhc,heuristic_none,0
81,34,26,17,12,5,ilp,infeasible_proof,0
81,34,26,17,12,5,rrhc,heuristic_none,0
81,35,20,19,12,5,ilp,infeasible_proof,0
81,35,20,19,12,5,rrhc,heuristic_none,0
81,37,28,13,20,5,ilp,infeasible_proof,0
81,37,28,13,20,5,rrhc,heuristic_none,0
81,38,34,15,20,5,ilp,infeasible_proof,0
81,38,34,15,20,5,rrhc,heuristic_none,0
81,17,10,9,2,6,ilp,infeasible_proof,0
81,17,10,9,2,6,rrhc,heuristic_none,0
81,22,12,3,7,6,ilp,infeasible_proof,0
81,22,12,3,7,6,rrhc,heuristic_none,0
81,24,8,5,8,6,ilp,timeout,0
81,24,8,5,8,6,rrhc,heuristic_none,0
81,24,16,7,7,6,ilp,infeasible_proof,0
81,24,16,7,7,6,rrhc,heuristic_none,0
81,25,10,7,8,6,ilp,infeasible_proof,0
81,25,10,7,8,6,rrhc,heuristic_none,0
81,25,20,11,6,6,ilp,infeasible_proof,0
81,25,20,11,6,6,rrhc,heuristic_none,0
81,26,10,9,8,6,ilp,timeout,0
81,26,10,9,8,6,rrhc,heuristic_none,0
81,26,12,11,7,6,ilp,infeasible_proof,0
81,26,12,11,7,6,rrhc,heuristic_none,0
81,28,16,7,11,6,ilp,infeasible_proof,0
81,28,16,7,11,6,rrhc,heuristic_none,0
81,29,12,11,10,6,ilp,infeasible_proof,0
81,29,12,11,10,6,rrhc,heuristic_none,0
81,29,26,7,12,6,ilp,infeasible_proof,0
81,29,26,7,12,6,rrhc,heuristic_none,0
81,30,20,11,11,6,ilp,infeasible_proof,0
81,30,20,11,11,6,rrhc,heuristic_none,0
81,32,16,15,11,6,ilp,timeout,0
81,32,16,15,11,6,rrhc,heuristic_none,0
81,33,30,15,12,6,ilp,infeasible_proof,0
81,33,30,15,12,6,rrhc,heuristic_none,0
81,34,26,17,12,6,ilp,timeout,0
81,34,26,17,12,6,rrhc,heuristic_none,0
81,35,20,19,12,6,ilp,infeasible_proof,0
81,35,20,19,12,6,rrhc,heuristic_none,0
81,37,28,13,20,6,ilp,infeasible_proof,0
81,37,28,13,20,6,rrhc,heuristic_none,0
81,38,34,15,20,6,ilp,timeout,0
81,38,34,15,20,6,rrhc,heuristic_none,0
81,17,10,9,2,7,ilp,infeasible_proof,0
81,17,10,9,2,7,rrhc,heuristic_none,0
81,22,12,3,7,7,ilp,infeasible_proof,0
81,22,12,3,7,7,rrhc,heuristic_none,0
81,24,8,5,8,7,ilp,timeout,0
81,24,8,5,8,7,rrhc,heuristic_none,0
81,24,16,7,7,7,ilp,timeout,0
81,24,16,7,7,7,rrhc,heuristic_none,0
81,25,10,7,8,7,ilp,infeasible_proof,0
81,25,10,7,8,7,rrhc,heuristic_none,0
81,25,20,11,6,7,ilp,infeasible_proof,0
81,25,20,11,6,7,rrhc,heuristic_none,0
81,26,10,9,8,7,rrhc,found,1
81,26,12,11,7,7,ilp,timeout,0
81,26,12,11,7,7,rrhc,heuristic_none,0
81,28,16,7,11,7,ilp,timeout,0
81,28,16,7,11,7,rrhc,heuristic_none,0
81,29,12,11,10,7,ilp,infeasible_proof,0
81,29,12,11,10,7,rrhc,heuristic_none,0
81,29,26,7,12,7,ilp,infeasible_proof,0
81,29,26,7,12,7,rrhc,heuristic_none,0
81,30,20,11,11,7,ilp,timeout,0
81,30,20,11,11,7,rrhc,heuristic_none,0
81,32,16,15,11,7,ilp,timeout,0
81,32,16,15,11,7,rrhc,heuristic_none,0
81,33,30,15,12,7,ilp,infeasible_proof,0
81,33,30,15,12,7,rrhc,heuristic_none,0
81,34,26,17,12,7,ilp,timeout,0
81,34,26,17,12,7,rrhc,heuristic_none,0
81,35,20,19,12,7,ilp,infeasible_proof,0
81,35,20,19,12,7,rrhc,heuristic_none,0
81,37,28,13,20,7,ilp,infeasible_proof,0
81,37,28,13,20,7,rrhc,heuristic_none,0
81,38,34,15,20,7,rrhc,found,1
81,17,10,9,2,8,ilp,infeasible_proof,0
81,17,10,9,2,8,rrhc,heuristic_none,0
81,22,12,3,7,8,ilp,infeasible_proof,0
81,22,12,3,7,8,rrhc,heuristic_none,0
81,24,8,5,8,8,ilp,timeout,0
81,24,8,5,8,8,rrhc,heuristic_none,0
81,24,16,7,7,8,ilp,timeout,0
81,24,16,7,7,8,rrhc,heuristic_none,0
81,25,10,7,8,8,ilp,infeasible_proof,0
81,25,10,7,8,8,rrhc,heuristic_none,0
81,25,20,11,6,8,ilp,infeasible_proof,0
81,25,20,11,6,8,rrhc,heuristic_none,0
81,26,10,9,8,8,rrhc,found,1
81,26,12,11,7,8,ilp,timeout,0
81,26,12,11,7,8,rrhc,heuristic_none,0
81,28,16,7,11,8,ilp,timeout,0
81,28,16,7,11,8,rrhc,heuristic_none,0
81,29,12,11,10,8,ilp,infeasible_proof,0
81,29,12,11,10,8,rrhc,heuristic_none,0
81,29,26,7,12,8,ilp,infeasible_proof,0
81,29,26,7,12,8,rrhc,heuristic_none,0
81,30,20,11,11,8,ilp,timeout,0
81,30,20,11,11,8,rrhc,heuristic_none,0
81,32,16,15,11,8,ilp,timeout,0
81,32,16,15,11,8,rrhc,heuristic_none,0
81,33,30,15,12,8,ilp,infeasible_proof,0
81,33,30,15,12,8,rrhc,heuristic_none,0
81,34,26,17,12,8,ilp,timeout,0
81,34,26,17,12,8,rrhc,heuristic_none,0
81,35,20,19,12,8,ilp,infeasible_proof,0
81,35,20,19,12,8,rrhc,heuristic_none,0
81,37,28,13,20,8,ilp,infeasible_proof,0
81,37,28,13,20,8,rrhc,heuristic_none,0
81,38,34,15,20,8,ilp,timeout,0
81,38,34,15,20,8,rrhc,heuristic_none,0
81,17,10,9,2,9,ilp,infeasible_proof,0
81,17,10,9,2,9,rrhc,heuristic_none,0
81,22,12,3,7,9,ilp,infeasible_proof,0
81,22,12,3,7,9,rrhc,heuristic_none,0
81,24,8,5,8,9,ilp,timeout,0
81,24,8,5,8,9,rrhc,heuristic_none,0
81,24,16,7,7,9,ilp,timeout,0
81,24,16,7,7,9,rrhc,heuristic_none,0
81,25,10,7,8,9,ilp,infeasible_proof,0
81,25,10,7,8,9,rrhc,heuristic_none,0
81,25,20,11,6,9,ilp,infeasible_proof,0
81,25,20,11,6,9,rrhc,heuristic_none,0
81,26,10,9,8,9,rrhc,found,1
81,26,12,11,7,9,ilp,timeout,0
81,26,12,11,7,9,rrhc,heuristic_none,0
81,28,16,7,11,9,ilp,timeout,0
81,28,16,7,11,9,rrhc,heuristic_none,0
81,29,12,11,10,9,ilp,infeasible_proof,0
81,29,12,11,10,9,rrhc,heuristic_none,0
81,29,26,7,12,9,ilp,infeasible_proof,0
81,29,26,7,12,9,rrhc,heuristic_none,0
81,30,20,11,11,9,ilp,timeout,0
81,30,20,11,11,9,rrhc,heuristic_none,0
81,32,16,15,11,9,ilp,timeout,0
81,32,16,15,11,9,rrhc,heuristic_none,0
81,33,30,15,12,9,ilp,infeasible_proof,0
81,33,30,15,12,9,rrhc,heuristic_none,0
81,34,26,17,12,9,ilp,timeout,0
81,34,26,17,12,9,rrhc,heuristic_none,0
81,35,20,19,12,9,ilp,infeasible_proof,0
81,35,20,19,12,9,rrhc,heuristic_none,0
81,37,28,13,20,9,ilp,infeasible_proof,0
81,37,28,13,20,9,rrhc,heuristic_none,0
81,38,34,15,20,9,ilp,timeout,0
81,38,34,15,20,9,rrhc,heuristic_none,0
81,17,10,9,2,10,ilp,infeasible_proof,0
81,17,10,9,2,10,rrhc,heuristic_none,0
81,22,12,3,7,10,ilp,timeout,0
81,22,12,3,7,10,rrhc,heuristic_none,0
81,24,8,5,8,10,ilp,timeout,0
81,24,8,5,8,10,rrhc,heuristic_none,0
81,24,16,7,7,10,ilp,timeout,0
81,24,16,7,7,10,rrhc,heuristic_none,0
81,25,10,7,8,10,ilp,infeasible_proof,0
81,25,10,7,8,10,rrhc,heuristic_none,0
81,25,20,11,6,10,ilp,infeasible_proof,0
81,25,20,11,6,10,rrhc,heuristic_none,0
81,26,10,9,8,10,ilp,timeout,0
81,26,10,9,8,10,rrhc,heuristic_none,0
81,26,12,11,7,10,ilp,timeout,0
81,26,12,11,7,10,rrhc,heuristic_none,0
81,28,16,7,11,10,ilp,timeout,0
81,28,16,7,11,10,rrhc,heuristic_none,0
81,29,12,11,10,10,ilp,infeasible_proof,0
81,29,12,11,10,10,rrhc,heuristic_none,0
81,29,26,7,12,10,ilp,infeasible_proof,0
81,29,26,7,12,10,rrhc,heuristic_none,0
81,30,20,11,11,10,ilp,timeout,0
81,30,20,11,11,10,rrhc,heuristic_none,0
81,32,16,15,11,10,ilp,timeout,0
81,32,16,15,11,10,rrhc,heuristic_none,0
81,33,30,15,12,10,ilp,infeasible_proof,0
81,33,30,15,12,10,rrhc,heuristic_none,0
81,34,26,17,12,10,ilp,timeout,0
81,34,26,17,12,10,rrhc,heuristic_none,0
81,35,20,19,12,10,ilp,infeasible_proof,0
81,35,20,19,12,10,rrhc,heuristic_none,0
81,37,28,13,20,10,ilp,infeasible_proof,0
81,37,28,13,20,10,rrhc,heuristic_none,0
81,38,34,15,20,10,ilp,timeout,0
81,38,34,15,20,10,rrhc,heuristic_none,0
81,17,10,9,2,11,ilp,infeasible_proof,0
81,17,10,9,2,11,rrhc,heuristic_none,0
81,22,12,3,7,11,ilp,infeasible_proof,0
81,22,12,3,7,11,rrhc,heuristic_none,0
81,24,8,5,8,11,ilp,infeasible_proof,0
81,24,8,5,8,11,rrhc,heuristic_none,0
81,24,16,7,7,11,ilp,infeasible_proof,0
81,24,16,7,7,11,rrhc,heuristic_none,0
81,25,10,7,8,11,ilp,infeasible_proof,0
81,25,10,7,8,11,rrhc,heuristic_none,0
81,25,20,11,6,11,ilp,infeasible_proof,0
81,25,20,11,6,11,rrhc,heuristic_none,0
81,26,10,9,8,11,ilp,infeasible_proof,0
81,26,10,9,8,11,rrhc,heuristic_none,0
81,26,12,11,7,11,ilp,infeasible_proof,0
81,26,12,11,7,11,rrhc,heuristic_none,0
81,28,16,7,11,11,ilp,infeasible_proof,0
81,28,16,7,11,11,rrhc,heuristic_none,0
81,29,12,11,10,11,ilp,infeasible_proof,0
81,29,12,11,10,11,rrhc,heuristic_none,0
81,29,26,7,12,11,ilp,infeasible_proof,0
81,29,26,7,12,11,rrhc,heuristic_none,0
81,30,20,11,11,11,ilp,infeasible_proof,0
81,30,20,11,11,11,rrhc,heuristic_none,0
81,32,16,15,11,11,ilp,infeasible_proof,0
81,32,16,15,11,11,rrhc,heuristic_none,0
81,33,30,15,12,11,ilp,infeasible_proof,0
81,33,30,15,12,11,rrhc,heuristic_none,0
81,34,26,17,12,11,ilp,infeasible_proof,0
81,34,26,17,12,11,rrhc,heuristic_none,0
81,35,20,19,12,11,ilp,infeasible_proof,0
81,35,20,19,12,11,rrhc,heuristic_none,0
81,37,28,13,20,11,ilp,infeasible_proof,0
81,37,28,13,20,11,rrhc,heuristic_none,0
81,38,34,15,20,11,ilp,infeasible_proof,0
81,38,34,15,20,11,rrhc,heuristic_none,0
81,17,10,9,2,12,ilp,infeasible_proof,0
81,17,10,9,2,12,rrhc,heuristic_none,0
81,22,12,3,7,12,ilp,infeasible_proof,0
81,22,12,3,7,12,rrhc,heuristic_none,0
81,24,8,5,8,12,ilp,timeout,0
81,24,8,5,8,12,rrhc,heuristic_none,0
81,24,16,7,7,12,ilp,infeasible_proof,0
81,24,16,7,7,12,rrhc,heuristic_none,0
81,25,10,7,8,12,ilp,infeasible_proof,0
81,25,10,7,8,12,rrhc,heuristic_none,0
81,25,20,11,6,12,ilp,infeasible_proof,0
81,25,20,11,6,12,rrhc,heuristic_none,0
81,26,10,9,8,12,ilp,timeout,0
81,26,10,9,8,12,rrhc,heuristic_none,0
81,26,12,11,7,12,ilp,infeasible_proof,0
81,26,12,11,7,12,rrhc,heuristic_none,0
81,28,16,7,11,12,ilp,infeasible_proof,0
81,28,16,7,11,12,rrhc,heuristic_none,0
81,29,12,11,10,12,ilp,infeasible_proof,0
81,29,12,11,10,12,rrhc,heuristic_none,0
81,29,26,7,12,12,ilp,infeasible_proof,0
81,29,26,7,12,12,rrhc,heuristic_none,0
81,30,20,11,11,12,ilp,infeasible_proof,0
81,30,20,11,11,12,rrhc,heuristic_none,0
81,32,16,15,11,12,ilp,infeasible_proof,0
81,32,16,15,11,12,rrhc,heuristic_none,0
81,33,30,15,12,12,ilp,infeasible_proof,0
81,33,30,15,12,12,rrhc,heuristic_none,0
81,34,26,17,12,12,ilp,timeout,0
81,34,26,17,12,12,rrhc,heuristic_none,0
81,35,20,19,12,12,ilp,infeasible_proof,0
81,35,20,19,12,12,rrhc,heuristic_none,0
81,37,28,13,20,12,ilp,infeasible_proof,0
81,37,28,13,20,12,rrhc,heuristic_none,0
81,38,34,15,20,12,rrhc,found,1
81,17,10,9,2,13,ilp,infeasible_proof,0
81,17,10,9,2,13,rrhc,heuristic_none,0
81,22,12,3,7,13,ilp,infeasible_proof,0
81,22,12,3,7,13,rrhc,heuristic_none,0
81,24,8,5,8,13,ilp,timeout,0
81,24,8,5,8,13,rrhc,heuristic_none,0
81,24,16,7,7,13,ilp,infeasible_proof,0
81,24,16,7,7,13,rrhc,heuristic_none,0
81,25,10,7,8,13,ilp,infeasible_proof,0
81,25,10,7,8,13,rrhc,heuristic_none,0
81,25,20,11,6,13,ilp,infeasible_proof,0
81,25,20,11,6,13,rrhc,heuristic_none,0
81,26,10,9,8,13,ilp,timeout,0
81,26,10,9,8,13,rrhc,heuristic_none,0
81,26,12,11,7,13,ilp,infeasible_proof,0
81,26,12,11,7,13,rrhc,heuristic_none,0
81,28,16,7,11,13,ilp,infeasible_proof,0
81,28,16,7,11,13,rrhc,heuristic_none,0
81,29,12,11,10,13,ilp,infeasible_proof,0
81,29,12,11,10,13,rrhc,heuristic_none,0
81,29,26,7,12,13,ilp,infeasible_proof,0
81,29,26,7,12,13,rrhc,heuristic_none,0
81,30,20,11,11,13,ilp,infeasible_proof,0
81,30,20,11,11,13,rrhc,heuristic_none,0
81,32,16,15,11,13,ilp,timeout,0
81,32,16,15,11,13,rrhc,heuristic_none,0
81,33,30,15,12,13,ilp,infeasible_proof,0
81,33,30,15,12,13,rrhc,heuristic_none,0
81,34,26,17,12,13,ilp,timeout,0
81,34,26,17,12,13,rrhc,heuristic_none,0
81,35,20,19,12,13,ilp,infeasible_proof,0
81,35,20,19,12,13,rrhc,heuristic_none,0
81,37,28,13,20,13,ilp,infeasible_proof,0
81,37,28,13,20,13,rrhc,heuristic_none,0
81,38,34,15,20,13,rrhc,found,1
81,17,10,9,2,14,ilp,infeasible_proof,0
81,17,10,9,2,14,rrhc,heuristic_none,0
81,22,12,3,7,14,ilp,infeasible_proof,0
81,22,12,3,7,14,rrhc,heuristic_none,0
81,24,8,5,8,14,ilp,timeout,0
81,24,8,5,8,14,rrhc,heuristic_none,0
81,24,16,7,7,14,ilp,infeasible_proof,0
81,24,16,7,7,14,rrhc,heuristic_none,0
81,25,10,7,8,14,ilp,infeasible_proof,0
81,25,10,7,8,14,rrhc,heuristic_none,0
81,25,20,11,6,14,ilp,infeasible_proof,0
81,25,20,11,6,14,rrhc,heuristic_none,0
81,26,10,9,8,14,ilp,timeout,0
81,26,10,9,8,14,rrhc,heuristic_none,0
81,26,12,11,7,14,ilp,infeasible_proof,0
81,26,12,11,7,14,rrhc,heuristic_none,0
81,28,16,7,11,14,ilp,infeasible_proof,0
81,28,16,7,11,14,rrhc,heuristic_none,0
81,29,12,11,10,14,ilp,infeasible_proof,0
81,29,12,11,10,14,rrhc,heuristic_none,0
81,29,26,7,12,14,ilp,infeasible_proof,0
81,29,26,7,12,14,rrhc,heuristic_none,0
81,30,20,11,11,14,ilp,infeasible_proof,0
81,30,20,11,11,14,rrhc,heuristic_none,0
81,32,16,15,11,14,ilp,infeasible_proof,0
81,32,16,15,11,14,rrhc,heuristic_none,0
81,33,30,15,12,14,ilp,infeasible_proof,0
81,33,30,15,12,14,rrhc,heuristic_none,0
81,34,26,17,12,14,ilp,timeout,0
81,34,26,17,12,14,rrhc,heuristic_none,0
81,35,20,19,12,14,ilp,infeasible_proof,0
81,35,20,19,12,14,rrhc,heuristic_none,0
81,37,28,13,20,14,ilp,infeasible_proof,0
81,37,28,13,20,14,rrhc,heuristic_none,0
81,38,34,15,20,14,ilp,timeout,0
81,38,34,15,20,14,rrhc,heuristic_none,0
81,17,10,9,2,15,ilp,infeasible_proof,0
81,17,10,9,2,15,rrhc,heuristic_none,0
81,22,12,3,7,15,ilp,infeasible_proof,0
81,22,12,3,7,15,rrhc,heuristic_none,0
81,24,8,5,8,15,ilp,infeasible_proof,0
81,24,8,5,8,15,rrhc,heuristic_none,0
81,24,16,7,7,15,ilp,infeasible_proof,0
81,24,16,7,7,15,rrhc,heuristic_none,0
81,25,10,7,8,15,ilp,infeasible_proof,0
81,25,10,7,8,15,rrhc,heuristic_none,0
81,25,20,11,6,15,ilp,infeasible_proof,0
81,25,20,11,6,15,rrhc,heuristic_none,0
81,26,10,9,8,15,ilp,infeasible_proof,0
81,26,10,9,8,15,rrhc,heuristic_none,0
81,26,12,11,7,15,ilp,infeasible_proof,0
81,26,12,11,7,15,rrhc,heuristic_none,0
81,28,16,7,11,15,ilp,infeasible_proof,0
81,28,16,7,11,15,rrhc,heuristic_none,0
81,29,12,11,10,15,ilp,infeasible_proof,0
81,29,12,11,10,15,rrhc,heuristic_none,0
81,29,26,7,12,15,ilp,infeasible_proof,0
81,29,26,7,12,15,rrhc,heuristic_none,0
81,30,20,11,11,15,ilp,infeasible_proof,0
81,30,20,11,11,15,rrhc,heuristic_none,0
81,32,16,15,11,15,ilp,infeasible_proof,0
81,32,16,15,11,15,rrhc,heuristic_none,0
81,33,30,15,12,15,ilp,infeasible_proof,0
81,33,30,15,12,15,rrhc,heuristic_none,0
81,34,26,17,12,15,ilp,infeasible_proof,0
81,34,26,17,12,15,rrhc,heuristic_none,0
81,35,20,19,12,15,ilp,infeasible_proof,0
81,35,20,19,12,15,rrhc,heuristic_none,0
81,37,28,13,20,15,ilp,infeasible_proof,0
81,37,28,13,20,15,rrhc,heuristic_none,0
81,38,34,15,20,15,ilp,infeasible_proof,0
81,38,34,15,20,15,rrhc,heuristic_none,0
82,37,29,16,17,1,ilp,timeout,0
82,37,29,16,17,1,rrhc,heuristic_none,0
82,38,24,17,18,1,ilp,timeout,0
82,38,24,17,18,1,rrhc,heuristic_none,0
82,39,21,18,19,1,ilp,timeout,0
82,39,21,18,19,1,rrhc,heuristic_none,0
82,37,29,16,17,2,ilp,infeasible_proof,0
82,37,29,16,17,2,rrhc,heuristic_none,0
82,38,24,17,18,2,ilp,infeasible_proof,0
82,38,24,17,18,2,rrhc,heuristic_none,0
82,39,21,18,19,2,ilp,infeasible_proof,0
82,39,21,18,19,2,rrhc,heuristic_none,0
84,17,8,1,4,1,ilp,timeout,0
84,17,8,1,4,1,rrhc,heuristic_none,0
84,20,11,10,3,1,ilp,timeout,0
84,20,11,10,3,1,rrhc,heuristic_none,0
84,22,8,5,6,1,ilp,timeout,0
84,22,8,5,6,1,rrhc,heuristic_none,0
84,22,13,2,7,1,ilp,timeout,0
84,22,13,2,7,1,rrhc,heuristic_none,0
84,23,17,4,7,1,ilp,timeout,0
84,23,17,4,7,1,rrhc,heuristic_none,0
84,24,19,6,7,1,ilp,timeout,0
84,24,19,6,7,1,rrhc,heuristic_none,0
84,25,11,6,8,1,ilp,timeout,0
84,25,11,6,8,1,rrhc,heuristic_none,0
84,25,19,8,7,1,ilp,timeout,0
84,25,19,8,7,1,rrhc,heuristic_none,0
84,26,12,8,8,1,ilp,timeout,0
84,26,12,8,8,1,rrhc,heuristic_none,0
84,26,17,10,7,1,ilp,timeout,0
84,26,17,10,7,1,rrhc,heuristic_none,0
84,26,22,12,6,1,ilp,timeout,0
84,26,22,12,6,1,rrhc,heuristic_none,0
84,31,27,10,12,1,ilp,timeout,0
84,31,27,10,12,1,rrhc,heuristic_none,0
84,33,27,14,12,1,ilp,timeout,0
84,33,27,14,12,1,rrhc,heuristic_none,0
84,35,15,14,15,1,ilp,timeout,0
84,35,15,14,15,1,rrhc,heuristic_none,0
84,37,23,14,18,1,ilp,timeout,0
84,37,23,14,18,1,rrhc,heuristic_none,0
84,38,26,16,18,1,ilp,timeout,0
84,38,26,16,18,1,rrhc,heuristic_none,0
84,40,26,20,18,1,ilp,timeout,0
84,40,26,20,18,1,rrhc,heuristic_none,0
84,17,8,1,4,2,ilp,infeasible_proof,0
84,17,8,1,4,2,rrhc,heuristic_none,0
84,20,11,10,3,2,ilp,infeasible_proof,0
84,20,11,10,3,2,rrhc,heuristic_none,0
84,22,8,5,6,2,ilp,timeout,0
84,22,8,5,6,2,rrhc,heuristic_none,0
84,22,13,2,7,2,ilp,infeasible_proof,0
84,22,13,2,7,2,rrhc,heuristic_none,0
84,23,17,4,7,2,ilp,infeasible_proof,0
84,23,17,4,7,2,rrhc,heuristic_none,0
84,24,19,6,7,2,ilp,timeout,0
84,24,19,6,7,2,rrhc,heuristic_none,0
84,25,11,6,8,2,ilp,timeout,0
84,25,11,6,8,2,rrhc,heuristic_none,0
84,25,19,8,7,2,ilp,timeout,0
84,25,19,8,7,2,rrhc,heuristic_none,0
84,26,12,8,8,2,ilp,timeout,0
84,26,12,8,8,2,rrhc,heuristic_none,0
84,26,17,10,7,2,ilp,timeout,0
84,26,17,10,7,2,rrhc,heuristic_none,0
84,26,22,12,6,2,ilp,timeout,0
84,26,22,12,6,2,rrhc,heuristic_none,0
84,31,27,10,12,2,ilp,timeout,0
84,31,27,10,12,2,rrhc,heuristic_none,0
84,33,27,14,12,2,ilp,timeout,0
84,33,27,14,12,2,rrhc,heuristic_none,0
84,35,15,14,15,2,ilp,timeout,0
84,35,15,14,15,2,rrhc,heuristic_none,0
84,37,23,14,18,2,ilp,timeout,0
84,37,23,14,18,2,rrhc,heuristic_none,0
84,38,26,16,18,2,ilp,timeout,0
84,38,26,16,18,2,rrhc,heuristic_none,0
84,40,26,20,18,2,ilp,timeout,0
84,40,26,20,18,2,rrhc,heuristic_none,0
84,17,8,1,4,3,ilp,infeasible_proof,0
84,17,8,1,4,3,rrhc,heuristic_none,0
84,20,11,10,3,3,ilp,infeasible_proof,0
